id_rota;nome_usuario;latitude;longitude;elevacao;data;hora;cidade;estado;pais;data_carga_banco
11187035;TOYOTA_RAV4_HYBRID_2019;43.577218037098646;41.09455103985965;1961.1;2023-05-20;07:23:03;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57701796106994;41.094579035416245;1963.2;2023-05-20;07:23:05;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57683800160885;41.09464801847935;1966.4;2023-05-20;07:23:07;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57675896026194;41.09469898045063;1968.5;2023-05-20;07:23:08;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57659501023591;41.094815991818905;1971.8;2023-05-20;07:23:10;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.576421001926064;41.09492504037917;1974.7;2023-05-20;07:23:12;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57633399777114;41.09497097320855;1975.1;2023-05-20;07:23:13;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57615898363292;41.0950889904052;1975.7;2023-05-20;07:23:15;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57599503360689;41.09524196013808;1979.5;2023-05-20;07:23:17;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57586201280356;41.09544698148966;1980.3;2023-05-20;07:23:19;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57580099254847;41.09555401839316;1980.5;2023-05-20;07:23:20;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57574298977852;41.09566398896277;1981.1;2023-05-20;07:23:21;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5756369587034;41.095869010314345;1983.2;2023-05-20;07:23:23;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.575544003397226;41.09605198726058;1984.2;2023-05-20;07:23:25;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57548901811242;41.096128011122346;1984.6;2023-05-20;07:23:26;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.575368989259005;41.09626103192568;1986.2;2023-05-20;07:23:28;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57529799453914;41.096319034695625;1986.7;2023-05-20;07:23:29;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.575220964849;41.09636396169663;1987.3;2023-05-20;07:23:30;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.575049974024296;41.09642397612333;1987.4;2023-05-20;07:23:32;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57489096932113;41.09647896140814;1986.4;2023-05-20;07:23:34;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57475099153817;41.0965330246836;1987.6;2023-05-20;07:23:36;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57467899098992;41.09656303189695;1988.3;2023-05-20;07:23:37;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57460103929043;41.09659396111965;1988.8;2023-05-20;07:23:38;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57442803680897;41.09666001051664;1988.5;2023-05-20;07:23:40;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.574253022670746;41.09672396443784;1989.6;2023-05-20;07:23:42;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57408597134054;41.09678196720779;1989.6;2023-05-20;07:23:44;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57393803074956;41.09684097580612;1990.3;2023-05-20;07:23:46;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57381297275424;41.09689596109092;1990.5;2023-05-20;07:23:48;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57370702549815;41.09695899300277;1989.8;2023-05-20;07:23:50;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57365698553622;41.09700199216604;1989.9;2023-05-20;07:23:51;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5735610127449;41.09709997661412;1990.0;2023-05-20;07:23:53;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57346101664007;41.09722503460944;1990.2;2023-05-20;07:23:55;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.573412988334894;41.09730600379408;1990.6;2023-05-20;07:23:56;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.573370995000005;41.0973980370909;1990.6;2023-05-20;07:23:57;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5733020119369;41.09761697240174;1991.1;2023-05-20;07:23:59;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.573266975581646;41.09785200096667;1991.7;2023-05-20;07:24:01;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57326303608716;41.09796398319304;1992.4;2023-05-20;07:24:02;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.573264963924885;41.09819599427283;1993.6;2023-05-20;07:24:04;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.573264963924885;41.09843303449452;1994.3;2023-05-20;07:24:06;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.573264963924885;41.09854803420603;1995.1;2023-05-20;07:24:07;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57325096614659;41.0987760219723;1996.8;2023-05-20;07:24:09;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57322900556028;41.09888196922839;1998.0;2023-05-20;07:24:10;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57319698669016;41.09898196533322;1999.5;2023-05-20;07:24:11;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57310000807047;41.09916896559298;2003.5;2023-05-20;07:24:13;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57297503389418;41.09932595863938;2007.5;2023-05-20;07:24:15;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57290403917432;41.09938798472285;2009.4;2023-05-20;07:24:16;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.572745034471154;41.09948596917093;2012.5;2023-05-20;07:24:18;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57265803031624;41.09953198581934;2012.9;2023-05-20;07:24:19;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57256901450455;41.09957699663937;2012.8;2023-05-20;07:24:20;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.572381008416414;41.09965603798628;2013.3;2023-05-20;07:24:22;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57228796929121;41.09968797303736;2014.5;2023-05-20;07:24:23;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5721970256418;41.099713034927845;2015.6;2023-05-20;07:24:24;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5721090156585;41.09972896054387;2016.0;2023-05-20;07:24:25;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.571929978206754;41.099738012999296;2016.2;2023-05-20;07:24:27;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57174498960376;41.09973499551416;2016.4;2023-05-20;07:24:29;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57165203429759;41.0997189860791;2016.3;2023-05-20;07:24:30;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5715719871223;41.09970096498728;2016.5;2023-05-20;07:24:31;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57142304070294;41.099674981087446;2018.4;2023-05-20;07:24:33;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57134399935603;41.09965302050114;2019.0;2023-05-20;07:24:34;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.571264035999775;41.09962401911616;2019.3;2023-05-20;07:24:35;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57109597884119;41.099539026618;2018.1;2023-05-20;07:24:37;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57093102298677;41.09944003634155;2017.3;2023-05-20;07:24:39;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57078501023352;41.09932696446776;2017.9;2023-05-20;07:24:41;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57072097249329;41.09926896169782;2018.4;2023-05-20;07:24:42;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57059700414538;41.09912697225809;2019.8;2023-05-20;07:24:44;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5705410130322;41.09905103221536;2020.4;2023-05-20;07:24:45;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5704530030489;41.09888699837029;2020.9;2023-05-20;07:24:47;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5703840199858;41.09872899949551;2022.3;2023-05-20;07:24:49;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57033900916576;41.09855499118567;2022.5;2023-05-20;07:24:51;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57032299973071;41.09845901839435;2023.5;2023-05-20;07:24:52;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57029902748764;41.09825097955763;2024.6;2023-05-20;07:24:54;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57029198668897;41.098143020644784;2024.9;2023-05-20;07:24:55;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57028997503221;41.09792701900005;2026.5;2023-05-20;07:24:57;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57029198668897;41.09781503677368;2027.3;2023-05-20;07:24:58;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57029399834573;41.09759601764381;2029.1;2023-05-20;07:25:00;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57029902748764;41.09748898074031;2030.5;2023-05-20;07:25:01;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57031000778079;41.0972719732672;2033.4;2023-05-20;07:25:03;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57031302526593;41.09716803766787;2033.8;2023-05-20;07:25:04;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57031302526593;41.09706502407789;2033.7;2023-05-20;07:25:05;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5703179705888;41.09685497358441;2034.0;2023-05-20;07:25:07;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57032400555909;41.096748020499945;2033.9;2023-05-20;07:25:08;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57032802887261;41.09654702246189;2031.7;2023-05-20;07:25:10;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57033498585224;41.09643998555839;2033.0;2023-05-20;07:25:11;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.570344960317016;41.09633303247392;2034.0;2023-05-20;07:25:12;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57038200832904;41.09613002277911;2036.7;2023-05-20;07:25:14;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.570408998057246;41.09602902084589;2038.2;2023-05-20;07:25:15;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.570469012483954;41.095844032242894;2041.3;2023-05-20;07:25:17;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57050103135407;41.09575702808797;2042.8;2023-05-20;07:25:18;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.570533972233534;41.09567203558981;2043.9;2023-05-20;07:25:19;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57061795890331;41.09550699591637;2045.9;2023-05-20;07:25:21;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57070202939212;41.09532603062689;2047.7;2023-05-20;07:25:23;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5707860160619;41.095160990953445;2049.4;2023-05-20;07:25:25;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57086799107492;41.09499100595713;2051.0;2023-05-20;07:25:27;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57091199606657;41.094904001802206;2052.0;2023-05-20;07:25:28;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57095600105822;41.09481900930405;2053.8;2023-05-20;07:25:29;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57103898189962;41.09464801847935;2057.5;2023-05-20;07:25:31;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.5710780415684;41.0945569910109;2059.1;2023-05-20;07:25:32;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.571135038509965;41.094365967437625;2062.7;2023-05-20;07:25:34;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57117602601648;41.09414401464164;2064.4;2023-05-20;07:25:36;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57120402157307;41.093912003561854;2065.9;2023-05-20;07:25:38;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57121801935136;41.09379499219358;2066.7;2023-05-20;07:25:39;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57123897410929;41.093568010255694;2065.7;2023-05-20;07:25:41;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57125297188759;41.09346298500896;2066.2;2023-05-20;07:25:42;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.571268981322646;41.093353014439344;2066.0;2023-05-20;07:25:43;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57129999436438;41.09313600696623;2066.3;2023-05-20;07:25:45;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57132396660745;41.092926962301135;2065.1;2023-05-20;07:25:47;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57133402489126;41.0928370244801;2064.8;2023-05-20;07:25:48;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.571349028497934;41.0927490144968;2065.8;2023-05-20;07:25:49;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.571375012397766;41.09265999868512;2067.4;2023-05-20;07:25:50;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57144801877439;41.09250996261835;2068.4;2023-05-20;07:25:52;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57153099961579;41.09238398261368;2069.8;2023-05-20;07:25:54;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57162102125585;41.09228499233723;2070.8;2023-05-20;07:25:56;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57166795991361;41.09225096181035;2070.9;2023-05-20;07:25:57;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57174901291728;41.0922119859606;2070.6;2023-05-20;07:25:59;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57179100625217;41.09220704063773;2070.8;2023-05-20;07:26:00;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57187700457871;41.09221098013222;2070.8;2023-05-20;07:26:02;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57198303565383;41.09222799539566;2070.3;2023-05-20;07:26:04;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.572036009281874;41.09224299900234;2070.5;2023-05-20;07:26:05;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57214296236634;41.092294966802;2071.2;2023-05-20;07:26:07;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.572191996499896;41.092325979843736;2071.3;2023-05-20;07:26:08;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.572273971512914;41.09241499565542;2071.3;2023-05-20;07:26:10;Зеленчукский район;RU-KC;RU;2023-11-19
11187035;TOYOTA_RAV4_HYBRID_2019;43.57233700342477;41.09252102673054;2072.2;2023-05-20;07:26:12;Зеленчукский район;RU-KC;RU;2023-11-19
