id;username;latitude;longitude;elevacao;data;hora
9781892;HONDA_ACCORD_2018;24.8966328;121.1369103;215.866;2023-08-29;00:34:36
9781892;HONDA_ACCORD_2018;24.8966266;121.1368872;215.903;2023-08-29;00:34:36
9781892;HONDA_ACCORD_2018;24.8966206;121.1368642;215.925;2023-08-29;00:34:37
9781892;HONDA_ACCORD_2018;24.8966142;121.1368412;215.949;2023-08-29;00:34:37
9781892;HONDA_ACCORD_2018;24.8966017;121.1367952;215.997;2023-08-29;00:34:37
9781892;HONDA_ACCORD_2018;24.8965956;121.136772;216.008;2023-08-29;00:34:37
9781892;HONDA_ACCORD_2018;24.8965894;121.1367489;215.98;2023-08-29;00:34:37
9781892;HONDA_ACCORD_2018;24.896577;121.1367027;215.987;2023-08-29;00:34:37
9781892;HONDA_ACCORD_2018;24.8965644;121.1366566;216.028;2023-08-29;00:34:37
9781892;HONDA_ACCORD_2018;24.8965582;121.1366336;216.038;2023-08-29;00:34:38
9781892;HONDA_ACCORD_2018;24.8965457;121.1365873;216.068;2023-08-29;00:34:38
9781892;HONDA_ACCORD_2018;24.8965331;121.1365411;216.074;2023-08-29;00:34:38
9781892;HONDA_ACCORD_2018;24.8965206;121.1364952;216.098;2023-08-29;00:34:38
9781892;HONDA_ACCORD_2018;24.896508;121.1364492;216.137;2023-08-29;00:34:38
9781892;HONDA_ACCORD_2018;24.8964956;121.1364033;216.153;2023-08-29;00:34:39
9781892;HONDA_ACCORD_2018;24.8964833;121.1363574;216.185;2023-08-29;00:34:39
9781892;HONDA_ACCORD_2018;24.8964771;121.1363346;216.154;2023-08-29;00:34:39
9781892;HONDA_ACCORD_2018;24.8964708;121.1363117;216.199;2023-08-29;00:34:39
9781892;HONDA_ACCORD_2018;24.8964584;121.136266;216.19;2023-08-29;00:34:39
9781892;HONDA_ACCORD_2018;24.8964461;121.1362204;216.182;2023-08-29;00:34:39
9781892;HONDA_ACCORD_2018;24.89644;121.1361975;216.19;2023-08-29;00:34:39
9781892;HONDA_ACCORD_2018;24.8964279;121.1361518;216.186;2023-08-29;00:34:40
9781892;HONDA_ACCORD_2018;24.8964158;121.136106;216.202;2023-08-29;00:34:40
9781892;HONDA_ACCORD_2018;24.8964037;121.1360603;216.208;2023-08-29;00:34:40
9781892;HONDA_ACCORD_2018;24.8963917;121.1360147;216.201;2023-08-29;00:34:40
9781892;HONDA_ACCORD_2018;24.8963856;121.1359921;216.203;2023-08-29;00:34:40
9781892;HONDA_ACCORD_2018;24.8963733;121.1359467;216.268;2023-08-29;00:34:41
9781892;HONDA_ACCORD_2018;24.8963611;121.1359015;216.317;2023-08-29;00:34:41
9781892;HONDA_ACCORD_2018;24.896355;121.135879;216.332;2023-08-29;00:34:41
9781892;HONDA_ACCORD_2018;24.8963429;121.1358339;216.368;2023-08-29;00:34:41
9781892;HONDA_ACCORD_2018;24.8963367;121.1358116;216.414;2023-08-29;00:34:41
9781892;HONDA_ACCORD_2018;24.8963246;121.135767;216.428;2023-08-29;00:34:41
9781892;HONDA_ACCORD_2018;24.8963126;121.1357227;216.453;2023-08-29;00:34:42
9781892;HONDA_ACCORD_2018;24.8963065;121.1357007;216.428;2023-08-29;00:34:42
9781892;HONDA_ACCORD_2018;24.8963005;121.1356788;216.409;2023-08-29;00:34:42
9781892;HONDA_ACCORD_2018;24.8962885;121.1356351;216.397;2023-08-29;00:34:42
9781892;HONDA_ACCORD_2018;24.8962767;121.1355916;216.391;2023-08-29;00:34:42
9781892;HONDA_ACCORD_2018;24.8962649;121.1355484;216.4;2023-08-29;00:34:42
9781892;HONDA_ACCORD_2018;24.8962531;121.1355052;216.402;2023-08-29;00:34:43
9781892;HONDA_ACCORD_2018;24.8962413;121.1354625;216.428;2023-08-29;00:34:43
9781892;HONDA_ACCORD_2018;24.8962297;121.1354198;216.467;2023-08-29;00:34:43
9781892;HONDA_ACCORD_2018;24.896224;121.1353986;216.489;2023-08-29;00:34:43
9781892;HONDA_ACCORD_2018;24.8962124;121.1353562;216.521;2023-08-29;00:34:43
9781892;HONDA_ACCORD_2018;24.896201;121.1353142;216.548;2023-08-29;00:34:43
9781892;HONDA_ACCORD_2018;24.8961896;121.1352723;216.57;2023-08-29;00:34:44
9781892;HONDA_ACCORD_2018;24.8961784;121.1352305;216.608;2023-08-29;00:34:44
9781892;HONDA_ACCORD_2018;24.896167;121.135189;216.627;2023-08-29;00:34:44
9781892;HONDA_ACCORD_2018;24.8961557;121.1351475;216.666;2023-08-29;00:34:44
9781892;HONDA_ACCORD_2018;24.8961501;121.1351269;216.633;2023-08-29;00:34:44
9781892;HONDA_ACCORD_2018;24.8961445;121.1351062;216.684;2023-08-29;00:34:44
9781892;HONDA_ACCORD_2018;24.8961333;121.1350651;216.738;2023-08-29;00:34:45
9781892;HONDA_ACCORD_2018;24.8961219;121.135024;216.778;2023-08-29;00:34:45
9781892;HONDA_ACCORD_2018;24.8961164;121.1350033;216.82;2023-08-29;00:34:45
9781892;HONDA_ACCORD_2018;24.8961108;121.1349829;216.824;2023-08-29;00:34:45
9781892;HONDA_ACCORD_2018;24.8960997;121.1349419;216.829;2023-08-29;00:34:45
9781892;HONDA_ACCORD_2018;24.8960885;121.1349007;216.886;2023-08-29;00:34:45
9781892;HONDA_ACCORD_2018;24.8960773;121.1348597;216.905;2023-08-29;00:34:46
9781892;HONDA_ACCORD_2018;24.8960718;121.1348392;216.915;2023-08-29;00:34:46
9781892;HONDA_ACCORD_2018;24.8960607;121.1347981;216.957;2023-08-29;00:34:46
9781892;HONDA_ACCORD_2018;24.8960495;121.134757;216.991;2023-08-29;00:34:46
9781892;HONDA_ACCORD_2018;24.8960384;121.1347159;216.97;2023-08-29;00:34:46
9781892;HONDA_ACCORD_2018;24.8960272;121.1346747;217.0;2023-08-29;00:34:47
9781892;HONDA_ACCORD_2018;24.8960159;121.1346336;217.029;2023-08-29;00:34:47
9781892;HONDA_ACCORD_2018;24.8960047;121.1345921;217.071;2023-08-29;00:34:47
9781892;HONDA_ACCORD_2018;24.8959991;121.1345714;217.077;2023-08-29;00:34:47
9781892;HONDA_ACCORD_2018;24.8959878;121.1345299;217.127;2023-08-29;00:34:47
9781892;HONDA_ACCORD_2018;24.8959766;121.1344885;217.154;2023-08-29;00:34:47
9781892;HONDA_ACCORD_2018;24.8959653;121.1344467;217.181;2023-08-29;00:34:48
9781892;HONDA_ACCORD_2018;24.8959538;121.1344049;217.233;2023-08-29;00:34:48
9781892;HONDA_ACCORD_2018;24.8959425;121.1343629;217.232;2023-08-29;00:34:48
9781892;HONDA_ACCORD_2018;24.895931;121.1343206;217.282;2023-08-29;00:34:48
9781892;HONDA_ACCORD_2018;24.8959252;121.1342995;217.3;2023-08-29;00:34:48
9781892;HONDA_ACCORD_2018;24.8959195;121.1342785;217.284;2023-08-29;00:34:48
9781892;HONDA_ACCORD_2018;24.895908;121.1342361;217.293;2023-08-29;00:34:49
9781892;HONDA_ACCORD_2018;24.8958963;121.1341936;217.296;2023-08-29;00:34:49
9781892;HONDA_ACCORD_2018;24.8958847;121.1341509;217.35;2023-08-29;00:34:49
9781892;HONDA_ACCORD_2018;24.8958731;121.134108;217.361;2023-08-29;00:34:49
9781892;HONDA_ACCORD_2018;24.8958614;121.134065;217.394;2023-08-29;00:34:49
9781892;HONDA_ACCORD_2018;24.8958497;121.1340218;217.429;2023-08-29;00:34:50
9781892;HONDA_ACCORD_2018;24.8958377;121.1339787;217.474;2023-08-29;00:34:50
9781892;HONDA_ACCORD_2018;24.8958258;121.1339356;217.487;2023-08-29;00:34:50
9781892;HONDA_ACCORD_2018;24.89582;121.1339138;217.52;2023-08-29;00:34:50
9781892;HONDA_ACCORD_2018;24.8958082;121.1338704;217.536;2023-08-29;00:34:50
9781892;HONDA_ACCORD_2018;24.8958023;121.1338488;217.509;2023-08-29;00:34:50
9781892;HONDA_ACCORD_2018;24.8957964;121.133827;217.533;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957905;121.1338053;217.515;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957847;121.1337835;217.512;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957788;121.1337619;217.501;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957672;121.1337183;217.496;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957611;121.1336966;217.476;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957553;121.1336747;217.458;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957494;121.133653;217.442;2023-08-29;00:34:51
9781892;HONDA_ACCORD_2018;24.8957377;121.1336093;217.453;2023-08-29;00:34:52
9781892;HONDA_ACCORD_2018;24.8957261;121.1335656;217.435;2023-08-29;00:34:52
9781892;HONDA_ACCORD_2018;24.8957144;121.133522;217.405;2023-08-29;00:34:52
9781892;HONDA_ACCORD_2018;24.8957029;121.1334783;217.364;2023-08-29;00:34:52
9781892;HONDA_ACCORD_2018;24.8956914;121.1334345;217.351;2023-08-29;00:34:52
9781892;HONDA_ACCORD_2018;24.8956856;121.1334127;217.34;2023-08-29;00:34:52
9781892;HONDA_ACCORD_2018;24.8956798;121.1333908;217.336;2023-08-29;00:34:53
9781892;HONDA_ACCORD_2018;24.8956683;121.133347;217.363;2023-08-29;00:34:53
9781892;HONDA_ACCORD_2018;24.8956566;121.1333032;217.396;2023-08-29;00:34:53
9781892;HONDA_ACCORD_2018;24.8956449;121.1332597;217.383;2023-08-29;00:34:53
9781892;HONDA_ACCORD_2018;24.8956331;121.1332162;217.389;2023-08-29;00:34:53
9781892;HONDA_ACCORD_2018;24.8956213;121.1331726;217.387;2023-08-29;00:34:54
9781892;HONDA_ACCORD_2018;24.8956096;121.1331292;217.429;2023-08-29;00:34:54
9781892;HONDA_ACCORD_2018;24.8956036;121.1331076;217.441;2023-08-29;00:34:54
9781892;HONDA_ACCORD_2018;24.8955976;121.1330858;217.445;2023-08-29;00:34:54
9781892;HONDA_ACCORD_2018;24.8955858;121.1330423;217.488;2023-08-29;00:34:54
9781892;HONDA_ACCORD_2018;24.895574;121.132999;217.512;2023-08-29;00:34:54
9781892;HONDA_ACCORD_2018;24.8955681;121.1329774;217.491;2023-08-29;00:34:54
9781892;HONDA_ACCORD_2018;24.8955563;121.1329341;217.526;2023-08-29;00:34:55
9781892;HONDA_ACCORD_2018;24.8955447;121.132891;217.528;2023-08-29;00:34:55
9781892;HONDA_ACCORD_2018;24.8955331;121.1328478;217.579;2023-08-29;00:34:55
9781892;HONDA_ACCORD_2018;24.8955273;121.1328261;217.577;2023-08-29;00:34:55
9781892;HONDA_ACCORD_2018;24.8955215;121.1328045;217.59;2023-08-29;00:34:55
9781892;HONDA_ACCORD_2018;24.8955099;121.1327614;217.589;2023-08-29;00:34:55
9781892;HONDA_ACCORD_2018;24.8954982;121.1327182;217.599;2023-08-29;00:34:56
9781892;HONDA_ACCORD_2018;24.8954865;121.132675;217.612;2023-08-29;00:34:56
9781892;HONDA_ACCORD_2018;24.8954807;121.1326535;217.623;2023-08-29;00:34:56
9781892;HONDA_ACCORD_2018;24.8954688;121.1326104;217.613;2023-08-29;00:34:56
9781892;HONDA_ACCORD_2018;24.8954568;121.1325673;217.615;2023-08-29;00:34:56
9781892;HONDA_ACCORD_2018;24.895445;121.1325239;217.646;2023-08-29;00:34:57
9781892;HONDA_ACCORD_2018;24.8954388;121.1325023;217.645;2023-08-29;00:34:57
9781892;HONDA_ACCORD_2018;24.895427;121.1324591;217.659;2023-08-29;00:34:57
9781892;HONDA_ACCORD_2018;24.8954211;121.1324373;217.641;2023-08-29;00:34:57
9781892;HONDA_ACCORD_2018;24.8954093;121.1323936;217.65;2023-08-29;00:34:57
9781892;HONDA_ACCORD_2018;24.8953973;121.1323497;217.675;2023-08-29;00:34:57
9781892;HONDA_ACCORD_2018;24.8953915;121.1323278;217.69;2023-08-29;00:34:57
9781892;HONDA_ACCORD_2018;24.8953796;121.1322838;217.686;2023-08-29;00:34:58
9781892;HONDA_ACCORD_2018;24.8953677;121.1322399;217.676;2023-08-29;00:34:58
9781892;HONDA_ACCORD_2018;24.8953615;121.1322179;217.639;2023-08-29;00:34:58
9781892;HONDA_ACCORD_2018;24.8953556;121.1321958;217.639;2023-08-29;00:34:58
9781892;HONDA_ACCORD_2018;24.8953434;121.1321514;217.664;2023-08-29;00:34:58
9781892;HONDA_ACCORD_2018;24.8953314;121.132107;217.704;2023-08-29;00:34:58
9781892;HONDA_ACCORD_2018;24.8953254;121.1320848;217.697;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8953194;121.1320625;217.721;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8953132;121.1320402;217.72;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8953071;121.1320181;217.696;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.895301;121.1319956;217.683;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8952949;121.1319733;217.682;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8952888;121.1319507;217.73;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8952826;121.1319284;217.699;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8952765;121.1319059;217.707;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8952704;121.1318833;217.711;2023-08-29;00:34:59
9781892;HONDA_ACCORD_2018;24.8952581;121.1318382;217.663;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952454;121.131793;217.654;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952394;121.1317702;217.636;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952332;121.1317475;217.602;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952269;121.1317248;217.583;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952208;121.131702;217.583;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952147;121.1316789;217.576;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952084;121.1316562;217.596;2023-08-29;00:35:00
9781892;HONDA_ACCORD_2018;24.8952022;121.1316332;217.585;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951959;121.1316102;217.57;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951895;121.1315873;217.568;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951831;121.1315644;217.561;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951768;121.1315412;217.554;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951705;121.1315182;217.538;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951643;121.1314951;217.532;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951578;121.1314718;217.534;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951515;121.1314486;217.527;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951454;121.1314253;217.532;2023-08-29;00:35:01
9781892;HONDA_ACCORD_2018;24.8951326;121.1313788;217.529;2023-08-29;00:35:02
9781892;HONDA_ACCORD_2018;24.8951264;121.1313553;217.554;2023-08-29;00:35:02
9781892;HONDA_ACCORD_2018;24.8951134;121.1313086;217.511;2023-08-29;00:35:02
9781892;HONDA_ACCORD_2018;24.8951071;121.1312852;217.494;2023-08-29;00:35:02
9781892;HONDA_ACCORD_2018;24.8951009;121.1312616;217.489;2023-08-29;00:35:02
9781892;HONDA_ACCORD_2018;24.8950881;121.1312147;217.46;2023-08-29;00:35:02
9781892;HONDA_ACCORD_2018;24.8950752;121.1311677;217.464;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.8950622;121.1311206;217.431;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.8950559;121.1310971;217.403;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.8950494;121.1310734;217.413;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.895043;121.1310498;217.422;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.8950366;121.1310263;217.384;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.8950237;121.1309788;217.369;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.8950173;121.1309551;217.357;2023-08-29;00:35:03
9781892;HONDA_ACCORD_2018;24.8950045;121.1309075;217.319;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949912;121.13086;217.316;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949847;121.1308362;217.299;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949784;121.1308123;217.301;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949718;121.1307884;217.279;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949653;121.1307645;217.283;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949587;121.1307405;217.265;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949524;121.1307164;217.242;2023-08-29;00:35:04
9781892;HONDA_ACCORD_2018;24.8949458;121.1306924;217.251;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8949393;121.1306682;217.232;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8949329;121.1306442;217.178;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8949264;121.1306199;217.167;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8949199;121.1305958;217.155;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8949135;121.1305715;217.126;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8949071;121.1305474;217.087;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8949004;121.1305232;217.081;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8948937;121.130499;217.116;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8948874;121.1304748;217.099;2023-08-29;00:35:05
9781892;HONDA_ACCORD_2018;24.8948744;121.1304261;217.026;2023-08-29;00:35:06
9781892;HONDA_ACCORD_2018;24.8948681;121.1304018;216.999;2023-08-29;00:35:06
9781892;HONDA_ACCORD_2018;24.8948616;121.1303774;216.969;2023-08-29;00:35:06
9781892;HONDA_ACCORD_2018;24.8948551;121.1303531;216.948;2023-08-29;00:35:06
9781892;HONDA_ACCORD_2018;24.8948485;121.1303287;216.921;2023-08-29;00:35:06
